GENE,Human,Chimpanzee,Gorilla,Macaque,Marmoset,Mouse Lemur,Rat,Mouse,Rabbit,Cow,Pig,Cat,Microbat,Horse,Opossum,Platypus,Chicken,Zebra Finch,Chinese softshell turtle,Anole lizard,Xenopus,Medaka,Tetraodon,Fugu,Cod,Zebrafish,Spotted gar,Lamprey,C.savignyi,C.intestinalis,Fruitfly,C. elegans,S. cerevisiae
ZSCAN30#ENSG00000186814,100,99.2,98,94.1,90.3,85.8,45.3,18.6,77.9,0,79.8,81.4,0,63.4,0,0,10.3,11.7,32.6,35.2,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF232#ENSG00000167840,100,99.5,99.5,94.6,70.3,85.8,0,0,30.2,0,71.8,41.4,0,36.9,25.5,0,12.8,15.5,32,33.3,0,0,0,0,0,0,0,0,0,0,0,0,
ZSCAN9#ENSG00000137185,100,87.4,98.2,91.2,83.6,80.7,0,0,0,77.1,73.7,55.3,0,75.3,0,0,11.7,13.3,31.5,31.9,0,0,0,0,0,0,0,0,0,0,0,0,
ZSCAN16#ENSG00000196812,100,98.6,99.4,97.7,92.2,88.5,0,0,0,85.1,86.5,39.7,66.4,88.5,67.8,0,13.5,17,35.6,39.1,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF761#ENSG00000160336,100,64.3,64.3,52.9,0,54.3,0,55.7,0,0,51.4,58.6,0,0,0,45.7,0,0,0,35.7,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF488#ENSG00000265763,100,0,0,84.1,0,71.5,50,52.1,44.4,0,64.7,65.3,45,62.6,40.9,43.2,0,40.6,0,35.3,0,0,0,0,0,0,0,0,0,0,22.9,0,
ZNF573#ENSG00000189144,100,0,0,96.1,0,91.4,0,0,0,0,0,80,0,86.9,39.2,0,33.7,0,0,0,0,0,0,0,0,0,0,21.8,0,0,20.6,0,
ZNF345#ENSG00000251247,100,0,98,68.2,0,84.6,0,0,0,0,0,0,0,73.6,49.6,0,45.9,0,0,0,0,0,0,0,0,0,0,27.5,0,0,26.8,0,
ZNF396#ENSG00000186496,100,90.4,96.4,81.2,0,72.5,0,0,51.3,0,67.5,46.6,33.7,75.5,64.2,0,14.3,16.7,30.7,33.4,0,0,0,0,0,0,0,0,0,0,0,0,
HSFY2#ENSG00000169953,100,64.8,62.3,85,0,0,39.7,43.9,0,47.9,0,0,60.8,63.6,0,42.4,20,0,0,0,0,0,0,0,0,0,30.7,0,0,0,0,0,
HSFY1#ENSG00000172468,100,64.8,62.3,85,0,0,39.7,43.9,0,47.9,0,0,60.8,63.6,0,42.4,20,0,0,0,0,0,0,0,0,0,30.7,0,0,0,0,0,
ZNF525#ENSG00000203326,100,84.3,73.5,76.2,0,0,0,43.2,0,49.3,0,16.3,0,0,0,7.5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF320#ENSG00000182986,100,99,98.8,90.2,55,0,0,48.5,0,51.9,0,13.8,0,0,0,7.3,0,0,0,44.8,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF600#ENSG00000189190,100,98.3,92,88.1,53.7,0,0,41.1,0,41.7,0,5.4,0,0,0,0.7,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF860#ENSG00000197385,100,96,86.4,0,52.5,0,0,43,0,48.7,0,12.2,0,0,0,5.5,0,0,0,41.8,0,0,0,0,0,0,0,0,0,0,0,0,
THAP9#ENSG00000168152,100,99.4,99.1,97.8,95.2,9.6,0,0,79,85.6,49.6,90.4,83.6,56.9,0,0,41.6,42.6,46.6,31.8,0,0,0,0,24,0,0,0,0,0,0,0,
ATF7#ENSG00000170653,100,100,100,0,99,98.3,0,0,97.5,94,98.8,95.9,94.4,95.2,12,12,55.3,47,87.6,88.4,0,0,0,0,0,0,0,0,0,31.5,0,0,
THAP6#ENSG00000174796,100,99.5,99.1,79.7,96.4,91.4,84.2,0,90.5,74.8,90.5,91.9,85.1,92.3,0,45,0,0,64.4,0,0,0,0,23.9,0,24.3,0,0,0,0,0,0,
TIGD3#ENSG00000173825,100,99.2,99.4,96.2,94.7,89.6,82.8,83.4,69.6,84.5,87.5,69.4,87.3,88.5,0,0,30.8,0,61.4,29.9,25.5,0,0,0,0,0,0,0,0,0,0,0,
ZNF444#ENSG00000167685,100,99.4,91.1,83.5,96.3,88.4,84.7,85.6,74.6,54.4,0,33.9,0,0,0,17.1,15,16.8,28.7,30.6,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF394#ENSG00000160908,100,98.6,98.2,95.2,90.2,74.9,61.7,61.3,33.5,63.6,0,49.6,24.2,67.9,0,34.9,10.9,13.9,29.1,30.5,0,0,0,0,0,0,0,0,0,0,0,0,
ZSCAN25#ENSG00000197037,100,99.8,99.1,97.2,96.1,90.3,78.3,79.2,81.4,79.4,0,24.4,24.1,25.4,0,30.7,10.7,12.1,24.8,28.3,0,0,0,0,0,0,0,0,0,0,0,0,
ZKSCAN4#ENSG00000187626,100,99.3,99.6,95.8,90.6,85.5,71.2,70.1,79.6,81.5,83.3,30.5,0,83.1,40,0,10.5,12.7,29,33,0,0,0,0,0,0,0,0,0,0,0,0,
ZSCAN12#ENSG00000158691,100,99,99,96.5,87.3,85.8,55.8,55.3,35.4,80.5,87.7,0,0,88.7,0,0,9.1,10.8,26,28.1,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF398#ENSG00000197024,100,98.6,98.4,0,97.4,94.1,91.9,91.4,93.9,87.9,88,93,90.8,88.9,75.4,0,26,15.6,48,33.3,0,0,0,0,0,0,0,0,0,0,0,0,
TIGD5#ENSG00000179886,100,0,87.5,97.7,57,0,84,84.1,0,87.5,0,73.7,0,0,69.6,55.3,60.7,60.1,0,0,54.2,0,0,0,0,0,0,14.5,0,0,0,0,
ZNF540#ENSG00000171817,100,0,0,95.5,84.5,0,0,0,63.5,0,0,0,0,0,33.3,0,33.3,0,0,0,0,0,0,0,0,0,0,20.2,0,0,20.6,0,
ZNF484#ENSG00000127081,100,0,89.5,95.2,0,0,0,0,0,70,70.3,13.5,0,0,0,0,0,0,0,0,0,8,0,8.7,3.3,7.4,0,0,0,0,0,0,
ZNF571#ENSG00000180479,100,98.9,0,97,93.3,0,0,0,0,0,0,0,0,0,41.2,0,37.4,0,0,0,0,0,0,0,0,0,0,22.5,0,0,24.5,0,
ZNF471#ENSG00000196263,100,0,99.5,96.8,95.8,0,0,0,0,0,0,0,0,82.1,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,
LYL1#ENSG00000104903,100,66.1,99.3,94.3,48.6,0,80,77.9,0,87.1,87.1,0,82.9,0,54.6,66.1,0,0,0,0,0,20.7,0,15.7,0,0,0,22.1,0,0,30,0,
ESX1#ENSG00000123576,100,90.9,0,0,47.8,0,19.2,21.4,28.1,29.1,31.8,32.5,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF230#ENSG00000159882,100,98.9,0,0,0,0,0,0,0,0,0,22.4,0,54.4,44.7,0,0,0,0,36.9,0,10.5,0,0,11.6,16.5,0,0,0,0,12.2,0,
ZNF43#ENSG00000198521,100,82.9,0,0,0,0,35.1,35.3,0,0,38.9,0,35.6,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF254#ENSG00000213096,100,98.8,0,0,0,0,41.6,41.4,0,0,45.1,0,41,0,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF90#ENSG00000213988,100,98.8,0,0,0,0,43.9,44.8,0,0,47.8,0,44.4,0,44.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF117#ENSG00000152926,100,90.7,77.2,0,71,0,47,49.3,0,0,50.7,0,45.8,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF730#ENSG00000183850,100,98.4,84.3,0,65.4,0,48.7,47.9,0,0,51.1,0,45.9,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF737#ENSG00000237440,100,99.6,93.3,0,61.6,0,49.4,50.4,0,0,55.6,0,49.3,0,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF716#ENSG00000182111,100,98.4,91.5,0,73.7,0,48.7,48.7,0,0,49.7,0,46.7,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF675#ENSG00000197372,100,99.3,93.8,0,76.8,0,48.9,47.5,0,0,51.6,0,46,0,49.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF714#ENSG00000160352,100,99.1,98.6,0,67.9,0,43.6,44.3,0,0,45.8,0,42,0,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF227#ENSG00000131115,100,99.7,99.4,97.5,94.5,89.5,0,0,0,0,0,0,0,63.6,45.8,0,0,0,0,38.3,0,12.4,0,0,13.3,13.9,0,0,0,0,11.8,0,
PRDM14#ENSG00000147596,100,100,99.1,0,92.8,63.4,66.2,52.9,56.2,76.4,76.9,77.1,35.6,80,46.1,0,0,0,0,35.9,0,0,0,0,0,0,0,0,0,0,0,26.3,
ZNF467#ENSG00000181444,100,98.8,98.5,15.8,92.6,90.3,83.5,84,82.7,80.5,81.8,64.5,0,49.4,67.2,0,0,0,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,
MYPOP#ENSG00000176182,100,92,99.2,0,95.2,0,84.7,83.7,68.4,85,71.7,40.9,0,0,60.7,0,0,0,0,49.6,46.4,0,0,0,0,0,0,0,0,0,0,0,
TLX2#ENSG00000115297,100,99.6,99.6,0,92.6,0,91.5,93,93,94.4,94,0,0,0,84.2,0,0,0,0,0,53.2,0,0,0,0,0,0,0,47.5,46.8,44,0,
ZNF425#ENSG00000204947,100,99.6,93.4,96.3,91,82,0,0,68,0,52,72.1,36.4,73.9,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MZF1#ENSG00000099326,100,89.9,99.2,96.7,94.4,87.3,83,83,35.7,81.7,0,85.8,23.4,86.6,0,36.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF404#ENSG00000176222,100,96.9,96.7,0,0,84.8,0,0,0,72.6,88.2,87.7,0,77.7,41.5,0,38.8,0,0,0,0,0,0,0,0,0,0,22.8,0,0,23.4,0,
ZNF420#ENSG00000197050,100,0,0,99.1,0,93.9,0,0,0,95.1,0,0,0,0,45.1,0,37.1,0,0,0,0,0,0,0,0,0,0,21.8,0,0,21.7,0,
ZNF727#ENSG00000214652,100,0,0,0,0,43.7,47.1,44.9,0,0,48.1,0,44.9,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF626#ENSG00000188171,100,0,0,75.9,0,0,47.2,47.5,0,0,50.2,0,45.8,0,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF595#ENSG00000272602,100,0,0,96.1,0,0,44.6,42.7,0,0,48.9,0,44.4,0,48.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF429#ENSG00000197013,100,48.7,0,95.1,0,0,42.1,42.1,0,0,44.5,0,41.2,0,45.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF100#ENSG00000197020,100,99.6,0,93.9,0,0,45,45.8,0,0,48.7,0,44.6,0,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF506#ENSG00000081665,100,98.4,0,96.2,57.2,0,43,42.1,0,0,46.8,0,43.2,0,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF680#ENSG00000173041,100,98.9,0,97.4,57.2,0,46.8,47.2,0,0,48.1,0,45.1,0,46.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF253#ENSG00000256771,100,99.4,0,95,58.1,0,46.5,45.7,0,0,49.5,0,45.7,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF431#ENSG00000196705,100,99.1,0,96,72,0,46.9,46.5,0,0,47.2,0,43.4,0,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF195#ENSG00000005801,100,79.3,0,95.1,86.2,0,39.4,39.3,0,0,40.7,0,39,0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF98#ENSG00000197360,100,96.5,0,88.8,64.7,0,49.8,48.3,0,0,50.3,0,47.7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF492#ENSG00000229676,100,96.6,0,89.6,65,0,50.5,49.9,0,0,50.7,0,48.6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF66#ENSG00000160229,100,93.2,0,80.1,59.2,0,48.3,47.8,0,0,51,0,46.2,0,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF676#ENSG00000196109,100,99.3,0,65.8,60.9,0,45.4,45.4,0,0,49.1,0,45.4,0,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF679#ENSG00000197123,100,98.1,0,61.6,75.7,0,47,47.4,0,0,48.9,0,44.8,0,47.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF479#ENSG00000185177,100,97.9,0,75,72.3,0,48.3,48.1,0,0,49.4,0,47.5,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF486#ENSG00000256229,100,98.3,49,83.4,66.1,0,46.7,45.6,0,0,48.8,0,43.6,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF724#ENSG00000196081,100,99.5,69.5,85.6,87.7,0,47.2,47.3,0,0,52.2,0,45.6,0,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF430#ENSG00000118620,100,98.4,83.9,94,84.6,0,45.3,46.1,0,0,47.4,0,43.2,0,45.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF92#ENSG00000146757,100,99.8,99.1,97.4,91.5,0,48.8,49.5,0,0,50.9,0,46.2,0,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF708#ENSG00000182141,100,98.6,98.6,97.7,74.6,0,52,52.2,0,0,54.2,0,49.2,0,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF681#ENSG00000196172,100,93.6,98,89.1,73.5,0,43.6,43.1,0,0,47.1,0,42.8,0,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF273#ENSG00000198039,100,99.1,68.2,96,37.8,0,45.7,45,0,0,47.3,0,42.9,0,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF141#ENSG00000131127,100,99.2,73.8,95.6,0,0,46.8,45.8,0,0,48.9,0,43.9,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF732#ENSG00000186777,100,98.1,89.6,90.9,0,0,46.3,44.1,0,0,49.2,0,45.8,0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF695#ENSG00000197472,100,98.3,94,93.2,0,0,48.3,45,0,0,47,0,43.5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF682#ENSG00000197124,100,93,92.8,95.2,0,51.6,49,47.2,0,0,50.2,0,44.6,0,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF736#ENSG00000234444,100,98.8,81.5,94.8,90.4,52.7,45.7,45,0,0,48.7,0,45.7,0,45.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF136#ENSG00000196646,100,88.1,68.5,98.3,95.2,85,48.1,49.8,0,0,0,0,0,0,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF607#ENSG00000198182,100,99.6,99.1,96.6,93.8,68.7,0,0,0,0,0,0,0,0,35.9,0,32.6,0,0,0,0,0,0,0,0,0,0,20.3,0,0,19.7,0,
ZNF181#ENSG00000197841,100,98.8,98.9,93,80,87.7,0,0,72.2,81.8,81.4,84.4,0,84.9,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,
ZNF214#ENSG00000149050,100,98.8,98.2,95.2,86.6,86.6,0,0,78.9,79.9,0,85.5,0,85.8,42.9,0,0,0,0,36.8,0,17,0,0,17.7,15.5,0,0,0,0,14.2,0,
ZNF74#ENSG00000185252,100,87.1,87.3,97.4,86,76.4,0,35.7,55.6,64.6,38.8,11.3,0,73.6,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF34#ENSG00000196378,100,88.2,98.9,91.4,69.1,88.2,0,0,0,79.1,80.9,13.8,0,83.2,47,0,0,9.8,0,0,19.1,0,0,0,0,0,0,0,0,0,0,0,
ZNF283#ENSG00000167637,100,82.9,67.2,74.1,71.1,71.6,0,0,0,69.4,65.5,0,0,66.3,31.8,0,27.8,0,0,0,0,0,0,0,0,0,0,17.2,0,0,18,0,
ZNF215#ENSG00000149054,100,98.3,96.9,45.8,87,75.4,0,0,30.9,74.3,26.3,36.6,41.2,73.1,31.7,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,
ZBED2#ENSG00000177494,100,98.6,99.1,96.3,90.8,89.4,0,0,83,86.2,86.2,0,84.9,86.2,46.8,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF713#ENSG00000178665,100,96.2,95.5,93.5,86.5,88.5,0,0,48.1,81,83.1,0,75.4,79.2,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF200#ENSG00000010539,100,99,99.7,97.5,92.7,71.1,0,0,60.8,85.8,75.9,40.3,46.3,86.6,58.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF75D#ENSG00000186376,100,99.4,99,93.7,91.8,62.9,0,0,35.7,68,76.7,75.1,0,79.6,54.9,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TIGD7#ENSG00000140993,100,99.6,98,97.6,88.9,93.1,0,0,0,63.6,72.3,87.6,0,90.9,80.7,48.3,0,0,25.1,26.8,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF514#ENSG00000144026,100,99,98.8,75.5,88,86,0,0,0,73.5,72,82,0,86.3,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF555#ENSG00000186300,100,98.7,76.1,97.1,89.3,90.6,0,0,0,79.9,74.4,79.8,0,83.4,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF699#ENSG00000196110,100,0,0,97,96.6,91.6,49.2,0,77.3,84,0,89.3,86.6,85.4,43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
REPIN1#ENSG00000214022,100,99.5,0,88.3,95.2,93.6,85.7,82.9,89.9,80.9,36.7,91.7,48.6,0,42.3,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF48#ENSG00000180035,100,99.5,30.6,95.6,96.4,77.5,83.5,83,90.1,94.7,95,96.1,76.4,42.6,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DMRTC2#ENSG00000142025,100,98.9,99.5,68.4,86.6,85.3,82,81.2,56.1,80.9,78.5,81.5,76.6,56.9,55.3,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZSCAN10#ENSG00000130182,100,92.1,97.9,96.7,86,79.7,70.5,72.1,53.5,73.8,79.9,52.6,68.1,78.6,54.4,44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SOHLH2#ENSG00000120669,100,93.6,94.6,88.9,84.5,78.1,53.4,51.1,71.5,69.9,69.9,71.3,55.1,73.9,57.6,27.3,0,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,
CCDC169-SOHLH2#ENSG00000250709,100,97,96.6,87.8,69.3,64.7,44.4,42.4,59.6,59.2,59,60.4,46.6,62.4,48.8,23.1,0,0,0,0,0,0,0,0,0,0,17.1,0,0,0,0,0,
ZNF428#ENSG00000131116,100,100,64.9,0,64.9,0,84.6,91,88.3,94.7,96.3,77.7,93.1,51.6,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TIGD2#ENSG00000180346,100,0,99.6,97.9,0,93.7,87.4,88.2,0,94.3,0,0,0,0,81.9,0,0,0,0,0,0,0,0,0,0,0,0,31.2,0,0,0,0,
ZNF580#ENSG00000213015,100,100,100,0,99.4,98.3,97.1,97.1,0,94.8,0,0,0,0,47.1,0,0,0,0,27.3,0,0,0,0,0,0,0,0,0,19.2,22.7,16.3,
PITX1#ENSG00000069011,100,100,100,0,99.4,0,95.9,96.8,0,98.4,0,63.7,66.6,83.1,0,33.4,0,0,20.4,35.7,0,0,0,0,0,0,37.9,0,0,0,0,0,
ZNF697#ENSG00000143067,100,99.4,99.3,0,93.8,0,88.6,89.4,88.1,90.3,92.1,88.1,85.9,0,74.7,55.6,0,0,0,0,0,8.1,0,0,0,0,0,0,11.4,11.7,22.2,0,
BHLHA9#ENSG00000205899,100,98.7,98.7,0,0,74,68.9,66,74,70.2,71.9,69.8,0,25.5,0,31.1,0,0,0,0,0,0,0,0,37,37.4,40,0,0,0,0,0,
ZNF641#ENSG00000167528,100,99.5,99.3,97,96.6,95.2,80.6,79.9,89.7,94.1,92.9,95.7,93.4,93.8,61.2,52.7,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,
ZSCAN29#ENSG00000140265,100,98.5,98.7,94.1,93.9,90.3,76.5,79.7,62.1,86,86,87.3,63.4,89.4,74.2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZKSCAN2#ENSG00000155592,100,99.3,92.1,95.2,94.7,88.6,79.4,79.8,86.9,85.5,86.8,76.6,56.4,85.9,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF18#ENSG00000154957,100,99.3,73.8,97.1,94.7,88.9,79.8,78,85.6,70.9,73.8,77.2,43.4,84,34.4,23.9,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,
ZSCAN20#ENSG00000121903,100,98.2,98.5,95.8,92.1,88.5,73,75.6,77.9,81.6,82.6,73.2,53.3,86.7,66.1,54.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF202#ENSG00000166261,100,99.2,99.4,97.5,97.2,92.9,79,78.7,88.7,88,69.3,61.3,56.9,92,75.8,29.2,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF263#ENSG00000006194,100,99.3,99.1,95.6,96.2,92.5,83.6,83.9,87.1,89.5,89,16.5,50.5,91.8,70.3,16.7,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF667#ENSG00000198046,100,99.3,98.7,95.7,90.8,10.8,75.7,74.4,74.3,86.6,86.4,0,77.4,86.9,41.5,0,0,0,0,34.9,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF445#ENSG00000185219,100,83,99.6,97.9,93.7,82.1,59.6,59.6,55.7,76.6,76.7,34.3,43.9,25.9,31.1,0,0,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF790#ENSG00000197863,100,29.9,99.4,91.4,93.6,84,41.8,45.4,0,0,62.6,78.9,0,70.8,35.8,0,0,0,0,33.3,0,0,0,0,0,0,0,16.7,0,0,0,0,
ZNF75A#ENSG00000162086,100,99.7,99.3,98.6,95.6,90.9,0,0,22.6,86.1,78,23,18.9,80.4,67.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF672#ENSG00000171161,100,99.1,99.6,94.5,88.7,85.2,77.7,77.7,71.7,82.1,81.6,73.7,0,61.5,64.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF768#ENSG00000169957,100,99.3,99.3,92,50.9,93.7,92.2,90.7,70.7,93.5,94.1,94.8,0,92.4,64.8,23.5,0,0,0,0,29.6,0,0,0,0,13.1,0,0,0,0,21.5,0,
ZNF2#ENSG00000275111,100,96.6,98.2,92.5,84,79.2,65.5,77.2,71,81.7,80.4,81.3,0,82.9,54.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF275#ENSG00000063587,100,98.5,95.1,96.4,89.7,85.7,86.9,87.5,83.6,46.2,75.7,74.5,53.5,83.3,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,
FAM170A#ENSG00000164334,100,99.1,97.9,77.5,81.5,67.5,71.1,71.7,75.7,74.2,75.4,72.3,66.9,79.3,21.9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MAZ#ENSG00000103495,100,79.7,0,73,55.6,99.6,80.9,85.8,0,0,87.8,63.9,0,38.5,0,32.9,0,0,0,47.7,40.8,0,0,0,0,0,0,24.9,0,0,0,0,
FAM200B#ENSG00000237765,100,0,99.2,97,0,93.2,0,0,0,0,88,0,0,80.2,0,0,0,0,27.4,0,0,35.5,0,0,0,0,0,0,25.9,28.3,0,0,
ZNF287#ENSG00000141040,100,0,28.5,98.2,97.9,93,0,0,19.6,0,88.6,0,89,0,13.9,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,
C11orf95#ENSG00000188070,100,0,89.5,92,87.9,91.9,52.1,86.7,28.9,64.9,89.2,0,62.4,0,0,31.4,0,0,46.9,0,34.8,17.7,0,0,0,29.5,0,0,0,0,0,0,
ZNF138#ENSG00000197008,100,0,67.1,71.5,69,0,39.8,41.1,0,0,45.1,0,41.1,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF493#ENSG00000196268,100,0,52.8,84.9,59.7,0,37.3,37.7,0,0,40.3,0,36,0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF735#ENSG00000223614,100,0,0,88.6,74.8,0,44.7,44.7,0,0,46.1,0,44.2,0,47.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF85#ENSG00000105750,100,0,0,95.8,74.5,0,47.7,48.6,0,0,53.3,0,46.1,0,48.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF728#ENSG00000269067,100,0,0,69.5,61.1,0,45.2,45.7,0,0,50,0,44.9,0,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZBED3#ENSG00000132846,100,0,96.6,91.5,86.8,79.5,53.4,49.1,0,0,67.9,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF30#ENSG00000168661,100,97.6,96.5,92.6,0,75.5,0,0,0,0,0,0,0,62,43.8,0,35.3,0,0,0,0,0,0,0,0,0,0,21.3,0,0,22.6,0,
THAP10#ENSG00000129028,100,99.2,98.8,94.6,0,85.6,0,0,0,30,0,52.9,0,0,75.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FOXD1#ENSG00000251493,100,0,0,95.7,0,0,81.1,81.5,0,0,0,0,0,0,80,0,0,29.2,0,0,0,41.7,41.1,40.6,36.8,42.4,41.9,0,28.6,30.5,25.8,23,
CENPB#ENSG00000125817,100,70.6,0,99.2,71.5,0,93.7,92.8,0,57.3,0,0,0,39.2,76.1,68.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ZNF234#ENSG00000263002,100,99.4,0,97.3,0,0,0,0,0,0,0,0,0,77.1,44.1,0,0,0,0,42.3,0,14.4,0,0,16.1,15.7,0,0,0,0,13.7,0,
